,author,text,likes,published_at
1184,@njerimwangi3537,"Weeh Hadi sina maoni 🙄,once best friend ya hubby tried that thing with me....I had to tell my husband...walikosana hivyo ... friends ni trash 🗑️🗑️🗑️",1,2022-10-08T09:07:47Z
1185,@kirighajunior4880,These are just young Boys who don't have any idea in Dating. This is why you're told not to give him/her 100% deliverance.,0,2022-10-08T09:07:42Z
1186,@Joe.001,This is hurting 💔💔💔😢😢😢banah huyu boy hana self esteem hata kidogo,6,2022-10-08T09:07:11Z
1187,@Kim_748-3k,Nlikuwa nikwambie Jana kukanyesha.,2,2022-10-08T09:05:51Z
1188,@dianaayeko633,This life no balance akik Ian am sorry akiii inaumaa Dana😭,1,2022-10-08T09:05:40Z
1189,@kaylor_0004,"The boyfriend ameiva kuliko the so called ""friend..""",30,2022-10-08T09:03:52Z
1190,@sherynkhalai8666,"Quavo that's not a man like banaa , I don't think you can betray your friendship sababu ya a lady it's Soo bad of you",1,2022-10-08T09:03:27Z
1191,@DVynzo,https://youtube.com/channel/UCnJkafeCv0qmLrgCP4zqg2Q      wueee noma sana,1,2022-10-08T09:01:44Z
1192,@aishabakari4686,Navenye uko sura mbaya aki,0,2022-10-08T09:01:05Z
1193,@rosemary5006,si angesema pole,0,2022-10-08T09:00:39Z
1194,@karanifam,Tutumiwe picha ya Terry tujue anakaa aje 😂😂,2,2022-10-08T08:59:05Z
1195,@kaylor_0004,Never betray a bro because of a girl 😭😭too bad,28,2022-10-08T08:58:55Z
1196,@sammymuiteomwami2246,Sa unakosanaje na morio wako ju ya dem aii kwani ni yy dem amebaki duniani.. Achaneni na dem muendelee na ubeshte,2,2022-10-08T08:58:05Z
1197,@faithserem5351,I can feel the pain,2,2022-10-08T08:57:59Z
1198,@RedMoonKenya,Woiye,0,2022-10-08T08:57:42Z
1199,@jerushawanjiku2934,My cycle is small only mee I don trust anyone take heart brooh,0,2022-10-08T08:57:01Z
1200,@lockykaburu350,Mapenzi inafaa watu strong😂😂😂😂as for the weak wacha tukunywe pombe,2,2022-10-08T08:56:01Z
1201,@unfeignedmusic03,Fvck bros....fvck hoes..💀💀,0,2022-10-08T08:55:22Z
1202,@nyawiraruth6801,Manze it's so wrong,0,2022-10-08T08:55:21Z
1203,@NyaMosee,"Mejja once said,""story ya mabeshty weka kando,kwanza mabeshty A1 kaa ritho""......",17,2022-10-08T08:54:53Z
1204,@calmflowbytim,Bro lakini unafaa umgotee umshow yeye ni mzii kama amekula hiyo mali😂uende umshikie kijug😂na muachane na wasichana mtafute pesa bana,1,2022-10-08T08:54:32Z
1205,@virawanja1199,"Manze nimefeel aki,,alafu huyu boy ako na excuses mob,,umepoteza beshte na labda pia huyo dame ako kwingine,,I mean kwani huna self esteem ,,damn as a man manze uko _1",0,2022-10-08T08:54:03Z
1206,@its_cheruu3126,Woyee🥺I feel the pain of the guy,0,2022-10-08T08:54:03Z
1207,@margaretonguso4757,"Through this show nimelearn that most relationships are based on lies💔💔.True love doesn't exist😢😢 ,the more you love the more you get hurt.k.Kujipenda muhimu .",48,2022-10-08T08:53:47Z
1208,@hamisahodari9229,I feel for tht Boy...😪😪😪,7,2022-10-08T08:53:19Z
1209,@calistuslwaka3538,Pluto hii ufanye follow up utafute dem pia tusikie side yake.,0,2022-10-08T08:51:04Z
1210,@albertmugweru5624,uuuiii,0,2022-10-08T08:51:03Z
1211,@sherynkhalai8666,A lady that loves and respect you will never do this to you  mehn songa babaa it's health,52,2022-10-08T08:50:38Z
1212,@nyawiraruth6801,Wooooi manze it's hurting walai,1,2022-10-08T08:50:18Z
1213,@stephenkaranja737,"The best thing is that guy hajatoa vita that's the maturity we need , pole kwa huyo boy lkn si poa man.",16,2022-10-08T08:49:25Z
1214,@djtickler_2549,Avoid those people,0,2022-10-08T08:48:15Z
1215,@bivaaaaisichi470,Karaktaa development 😂😂😂😂😂😂,0,2022-10-08T08:47:12Z
1216,@marygatumbi523,"Waaaaaaaah💔💔💔💔💔💔ina hurt
Lakini haka kakoti amevaa ni Ka Malaya (ciubani)",1,2022-10-08T08:46:59Z
1217,@ammwende,"Ghai,,, 😭😭😭😭painful heartbreak",5,2022-10-08T08:43:00Z
1218,@sophiagakenge1185,Trust nobody  in this current life...only trust your instincts..no best people in my life...💔💔sorry bro..you so cute nd calm focus on books...pple will disappoint you,13,2022-10-08T08:42:07Z
1219,@valentine.bosibori,💔💔💔,1,2022-10-08T08:40:51Z
1220,@CN_Stepper,Baaaasi   hapa umeget   it right   mamorio hukulianga watu dem   sasa  huyo jamaa ni  mjinga sana,0,2022-10-08T08:40:50Z
1221,@lizzieunique2981,Pluto you so creative,0,2022-10-08T08:35:53Z
1222,@hey_moha9653,Damn💔,0,2022-10-08T08:35:28Z
1223,@kadayamademsy3390,Big up sana thee pluto de 💗💗💖👏👏👏👏,2,2022-10-08T08:34:52Z
1224,@stephenkaranja737,"Aibu🤣🤣🤣 bro code broken😒 huyo bro hajafanya poa,🤣🤣🤣🤣🤣",0,2022-10-08T08:34:26Z
1225,@briansamwel5917,Thee Pluto hii ni uchungu walai,1,2022-10-08T08:34:07Z
1226,@jeyjamal3601,Bro Pluto huyu traitor ni kama ulimsanitize before....hiyo face si familiar kwa channel yako pluto,0,2022-10-08T08:33:13Z
1227,@ebyaney1,Lakini hii dunia some people won’t see heaven how can you sleep with your friends partner. It’s good to have principles sometimes,10,2022-10-08T08:33:04Z
1228,@signtheblackrussian,But Iano said ati him and his friend sometimes huwa wanajengana mabeshte madem... Meaning he cheats on his girlfriend... He deserved it anyway... Karma is a biach without menu... No mercy for the merciless 😂😂😂😂😂😂😂😂,0,2022-10-08T08:32:39Z
1229,@BOOM-js4wd,20:50😂😂😂😂😂😂,1,2022-10-08T08:31:55Z
1230,@kemmydanty,Waaaaah...🤔🤔🤔,0,2022-10-08T08:31:52Z
1231,@katelinakallyjohn4576,"Wooiii this remind me of something but hakufanya poa aki,,, ata dem akikataa angeambia iano venye dem anamsumbua",0,2022-10-08T08:29:28Z
1232,@martinmuturi1762,"Ati walisema, kikulacho.  . . . . . . .",0,2022-10-08T08:28:33Z
1233,@elsaatieno305,Weuh hii ni moto fireeeee🔥🔥🔥😂😂😂😂😂😂😂😂,0,2022-10-08T08:28:18Z
1234,@charitymumbua2589,"Iano, quevo, 😂😂😂ebu tupatane nyayo garden tucheze truth and dare😂😂leo😂😂😂😂",0,2022-10-08T08:25:57Z
1235,@sophiagakenge1185,Madame this is too much,0,2022-10-08T08:25:26Z
1236,@mainamaina1124,Kijana asijali best to move on nakumbuka nikiwa campo 2013 apo i walked in on my room mate making out with my girl friend anyone who has been in such a situation anajua vile inauma ilibidi nkalale kwa mpango hehe,3,2022-10-08T08:25:20Z
1237,@lydiahmweu4031,It's hurts 💔 😢 😞 deeply to be hurt by a close pal walai,11,2022-10-08T08:24:57Z
1238,@sherryjuba5534,Dunia nishukishe nitembee aki😂😂mabeshte nkt🥱🤦‍♀️😂😂,8,2022-10-08T08:23:51Z
1239,@Busia254,Friendship is overrated,0,2022-10-08T08:23:08Z
1240,@reubenkamau7070,Madame wa hii generation ni mataliban.,1,2022-10-08T08:22:46Z
1241,@rehemararge192,Aki it's painful hio urafiki haiezi endelea,0,2022-10-08T08:22:34Z
1242,@kaylor_0004,Watching while commenting😂 .Scrolling down your comments 😂 laughing 😂😂 who else 😂😂,12,2022-10-08T08:21:43Z
1243,@pudensmuliro3501,Bad one Yani morio mehn ogopa sanaaa🥲,0,2022-10-08T08:20:14Z
1244,@josphinenzai5594,Si poa walae,0,2022-10-08T08:19:58Z
1245,@bloodshines5166,"The reason why he saved Terry as ""wife"" in his phone was to blind his friend. Imagine seeing them chatting,you won't suspect anything",64,2022-10-08T08:19:48Z
1246,@stephenwainaina1248,Mabeshte a #1 ndio hukukulia manzi.... I can feel the pain and see the dissapointment kwa macho ya iano,5,2022-10-08T08:19:45Z
1247,@kaylor_0004,Shikwewe ametoa song 😭mkunaji😂 Jovial😂na bahati...😂😂 Pluto anasanitize pia 😂😂Sasa tutawatch nani😭😭😭😂😂😂,7,2022-10-08T08:19:25Z
1248,@ewetes254,I used to live in Mombasa n my galfrend in Nairobi..after introducing her to my friend they fell in love n he told her everything about me.they married n even gave birth to a kid but eventually cheated on him wt his best friend also.now waliachana after ten years in marriage,20,2022-10-08T08:18:39Z
1249,@pascalinemaigua1516,Am feeling for that boy,4,2022-10-08T08:18:05Z
1250,@fridahkamathi573,I really feel for this boy but all in all it's a lesson learnt... Pluto kuja chuka,16,2022-10-08T08:17:57Z
1251,@kaylor_0004,Plot twist 😂😂 they're bothers 😭💔😂😂,4,2022-10-08T08:17:10Z
1252,@margaretnjeri3350,weeeh huyu atakula mpaka dem ya ibra😂😂,0,2022-10-08T08:17:02Z
1253,@faithbiwott_01,🤣🤣🤣🤣 huyu kama anasaidiwangwa exam room angoje sup Sasa 🤣🤣🤣💔,1,2022-10-08T08:16:50Z
1254,@kaylor_0004,"Drama lovers ❤️ Addicts 😂
Wale title imeleta hapa. Gather here as we wait it to go down 😂😂
👇👇",13,2022-10-08T08:15:51Z
1255,@annewanjiku8092,Ni hali ya maisha btw.....,4,2022-10-08T08:15:49Z
1256,@kenyanflamer3590,Like the show🔥🔥,1,2022-10-08T08:15:45Z
1257,@dianahfrank635,Aki woiye😢😢😢madem hii kukuliwa imekuwa too much,12,2022-10-08T08:14:07Z
1258,@smkangethe2196,Two small boys stupid enough to let a girl come between them,0,2022-10-08T08:12:10Z
1259,@emilymwangangi3872,Walai hii ya Leo Pluto inaheart sana,2,2022-10-08T08:11:42Z
1260,@queenannety6403,😹😹😹🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,2022-10-08T08:11:41Z
1261,@maggymsokamso7480,Quvoh amefanya ile kitu  🤣🤣🤣,0,2022-10-08T08:10:05Z
1262,@charity4908,Young generation of this time is really adulterous...,4,2022-10-08T08:10:02Z
1263,@DerivSnipers,Si poa,0,2022-10-08T08:07:45Z
1264,@sialojosphine3715,😂😂😂makosa sana bana unakuliwa dem,0,2022-10-08T08:07:16Z
1265,@MBM_Recordss,Uyo boy ni snitch,1,2022-10-08T08:06:58Z
1266,@simonwangai5200,Betrayal in the city,5,2022-10-08T08:06:16Z
1267,@kinyichepkoech,Wueh😂😂😂😂😂😂😂😂😂,0,2022-10-08T08:02:28Z
1268,@emyoung_jupiter,Waah betrayal by morio wako wa nguvu ikakuwanga on another level wueh hii nimefeel for iano,9,2022-10-08T08:02:26Z
1269,@priscillanjambi8914,"So sad🥲🥲,,,mabeshte kando",4,2022-10-08T08:02:22Z
1270,@rosekagio8119,Wooooooi😭😭😭😭😭😭😭😭😭😭Ianoh,0,2022-10-08T08:02:13Z
1271,@johnnysafaris,Best friends 👉🐆🐆🐆🐆🐆,0,2022-10-08T08:01:36Z
1272,@martinez_andrian4891,Friends can disappoint 🙁,20,2022-10-08T08:01:01Z
1273,@ivyjerono8927,Ah self esteem ama self control 😂🤣,1,2022-10-08T07:59:17Z
1274,@carolynengila6220,I thought brocode it's a real and legit friendship...He really did him dirt,75,2022-10-08T07:58:28Z
1275,@vinnymonyenye2189,Ak huyu boy ni fala ukulie beshte mali aiiiiii bro we wache na terry uende zako but huyo beshte atakam kuregreat Sana najua ataloose more things mlikua mnapiga together,0,2022-10-08T07:58:18Z
1276,@joymuthoni1387,Recap please venye   Dem alidecide,1,2022-10-08T07:58:00Z
1277,@ruthchero4039,Kikulacho kinguoni mwako😂😂😂😂😂,0,2022-10-08T07:57:58Z
1278,@veronicaimogen2144,😂😂😂😂😂😂😂wueeeh even men can do this!!!!,2,2022-10-08T07:57:27Z
1279,@ibrahimtv6896,Sasa  kukuliwa dame ni kitu ya kukasirika,0,2022-10-08T07:57:09Z
1280,@Grace_Ministry_International,I feel that guy manze ghaiii nilikuwa sijadigest hii story manzee this guy amefanya the most stupid mistake on earth,0,2022-10-08T07:56:22Z
1281,@jericahhumphrey1456,My po po po po mbona ushalala......nafasi yangu ishshshsha pagawa nahitaji dawa....dawaaa......beshte Bess chumbwi,0,2022-10-08T07:56:18Z
1282,@gracekariuki5188,Pluto karibu kwetu naks wasafishe kabisa,0,2022-10-08T07:56:09Z
1283,@cyynabiswa,The definition of real painj😱,29,2022-10-08T07:56:06Z
1284,@shikuhbeib9143,Waaah 😏😏😏😏😥😥😥😥,0,2022-10-08T07:55:43Z
1285,@lifewithmarlie6925,💔💔this is painful 💔,8,2022-10-08T07:55:01Z
1286,@WAJESUS-DIEHARD,Weeh hivi ndio mtu umwagiwa acid kimchezo tu,0,2022-10-08T07:54:35Z
1287,@offset.3-4-5,Natafuta hanna ssa 😂😂acha nimchukue,0,2022-10-08T07:54:02Z
1288,@videlialabeka4899,"Wanawake reduce this ..walai!!!!Soo sad..The guy is Soo calm walai..I feel Soo sad kabisaaaa.
This guy needs a loyal girlfriend",18,2022-10-08T07:51:43Z
1289,@face-of-blacko67,Buda gonga uyu msee umbwa💔....,3,2022-10-08T07:51:43Z
1290,@denisache3088,it's so painful 😭😭,4,2022-10-08T07:51:13Z
1291,@angieke,Ghaaaaaaaaiii 🙉🙌💔💔💔💔💔,0,2022-10-08T07:50:41Z
1292,@janejudy4161,Unanikulia dem yangu why,0,2022-10-08T07:50:32Z
1293,@johnyjoe2894,Huyu anafaa apigwe mabare.....amechoma bro code......,2,2022-10-08T07:49:26Z
1294,@carolynengila6220,"Ibraah is your friend, achana na hii ingine, some people thoug",0,2022-10-08T07:49:22Z
1295,@annekirigo891,waah aki nimefeel huyo bro 😱😱😱😱😭😭😭😭😭😭,4,2022-10-08T07:48:40Z
1296,@JijoAce,Aaah wapi picha ya huyo mamacita kwani yeye ni keki kiasi gani,0,2022-10-08T07:47:06Z
1297,@amosngetich2392,Pluto nkifanyia hivi 🤙ufike hapa haraka🤣🤣🤣🤣,0,2022-10-08T07:46:49Z
1298,@videlialabeka4899,Relationship Tano tena🤣🤣Nimechoka tu,1,2022-10-08T07:46:26Z
1299,@millicentnyaguthii3120,Ni arif yake joh. This life no balance,0,2022-10-08T07:46:20Z
1300,@angieke,Very painful 😥😥,4,2022-10-08T07:46:01Z
1301,@stylah-gshow145,Wuuueeeeeh hiii ni kaliii😁😁😁thee pluto never disapoints,2,2022-10-08T07:45:13Z
1302,@kagenivirginia3626,Follow up 🙏🙏🙏🙏,0,2022-10-08T07:45:04Z
1303,@kingmaxmusic040,Wueh,0,2022-10-08T07:44:31Z
1304,@benitocomedy1394,Pia mimi nashuku manzi yangu na Beshte yangu kindly kuja pipeline,0,2022-10-08T07:44:21Z
1305,@its_njoki.6345,My neighbour unachezwa yaani.... Zii😥😥😥,11,2022-10-08T07:43:20Z
1306,@gonanzaro5580,Mm ningemkula ngumi tatu za haraka,0,2022-10-08T07:42:53Z
1307,@Rono-qj7dh,nilikua na plan kupenda mtu but🤣🤣🤣🤣🤣🤣🤣🤣acha tu nipende pombe mimi,2,2022-10-08T07:42:43Z
1308,@abelkipkosgei1621,Nimemfeelia huyu niccur... But he is handsome than uyo mafi mwingine,1,2022-10-08T07:42:41Z
1309,@Babi_Photography,"😂😂😂ati ""nampenda Sana "" 😂😂😂💔💔💔💔",4,2022-10-08T07:40:50Z
1310,@annkimani9434,Mapezi zi watoto siku hizi,0,2022-10-08T07:39:46Z
1311,@harrykotto8635,Karibu nikiwe addicted,0,2022-10-08T07:39:40Z
1312,@shantelmhubble2995,"Wah 😥😥 that kafeeling,inauma sana",5,2022-10-08T07:39:08Z
1313,@offset.3-4-5,The show makes my day 😂😂,29,2022-10-08T07:37:48Z
1314,@offset.3-4-5,😂😂vipi vipi,0,2022-10-08T07:37:30Z
1315,@puritynjoroge1,This reminds me of some years back in campus my man cheated on me na bestfriend  na roomie wangu💔 its hurts for real😭😭 i feel him 💔😭....sina maneno😭,184,2022-10-08T07:37:02Z
1316,@DOUBLEBTV254,Team wazi joooh to the end,0,2022-10-08T07:37:01Z
1317,@malaikakenya1927,so painful 😭😭😭,2,2022-10-08T07:36:39Z
1318,@johngiku9953,It is evedent that the real meaning of besty is a known enemy,6,2022-10-08T07:36:04Z
1319,@Alekiis-martial,the guy should blame the girl bana morio hana makosaa,0,2022-10-08T07:36:02Z
1320,@kantaliflorah155,It's so emotional..I feel for that guy,34,2022-10-08T07:34:21Z
1321,@georgejorges291,Wah what a lesson I feel the pain in ianos heart what a betrayal,23,2022-10-08T07:33:34Z
1322,@masterplan8103,its very painful bro,2,2022-10-08T07:33:23Z
1323,@dennydenny3665,Alisema Hannah ama Nancy,0,2022-10-08T07:33:08Z
1324,@samgotsomething,Wewe buda wewe beshte bonoko imbo kabisa na ulaaniwe kabisa unakulia morio bana walai naweza kufinya sana,1,2022-10-08T07:32:48Z
1325,@benzaykenya6504,😂😂cheat na Watu wanatupiga compe sjui kama unani elewa ..Sasa huyu Dame aliendea nani,5,2022-10-08T07:31:37Z
1326,@justarsainapei8575,Waaah💔💔,0,2022-10-08T07:31:23Z
1327,@kantaliflorah155,It's about to go down 👇👇👇. Never trust and  introduce your girl or boy to your best friend's,0,2022-10-08T07:30:11Z
1328,@irenemuthini,"Ah some girls 😂😂 but inauma,,, but imagine ukidate Dem anajiweza hawezi kuhurt ivo😂😂😂anywhose pole sana bro",5,2022-10-08T07:30:07Z
1329,@pwnewsandeducation1531,Nipeeni likes tano aki leo,0,2022-10-08T07:29:34Z
1330,@bobompole,"But hata dame ako na makosa,infact makosa kubwa ni ya dame",0,2022-10-08T07:29:03Z
1331,@samgotsomething,Manze boy wewe manze hii ya leo nimelia bana iyo pia ni kitu ishawai nitendekea lakini mqnze sio vizuri bro heshima sio utumwa lakini buda malipo ni papa hapa duniani ivo umemfanyia ata wewe itakufanyia tu usidanganye mqnze mbona ukulie ndugu mqli mqn,0,2022-10-08T07:28:02Z
1332,@feysalhussein4785,Nikona mamaa safisha bro hhhh,0,2022-10-08T07:27:56Z
1333,@Priscy5277,Kikulacho ki nguoni mwako😥😥This is heartbreaking 💔😭😭,70,2022-10-08T07:27:44Z
1334,@nancynashipae1505,Aibu tena aibu,0,2022-10-08T07:27:01Z
1335,@denggabriel8750,I feel the pain,4,2022-10-08T07:26:51Z
1336,@Maundu.254,"mtu akuje apa anisaidie hii chorus

mwambieni mwambieni

mali yake...............",1,2022-10-08T07:26:10Z
1337,@brendahwairimu,Part 2 of this  please😵,4,2022-10-08T07:25:44Z
1338,@ngo.poepleofgoodwill104,Hello guys,0,2022-10-08T07:24:50Z
1339,@Alekiis-martial,makosa si ya majamaa makosa ni  dem bona dem asikatae🤣,0,2022-10-08T07:24:50Z
1340,@marykay2829,"The most dangerous creature on this earth is a""fake friend""feeling sad for Iano😭😢😭rafiki nyoka!!!!",28,2022-10-08T07:24:18Z
1341,@teresawairimu9154,Bestie bestie chupuiiii,0,2022-10-08T07:23:59Z
1342,@crushhotline,Thats me officially single sasa who wants me,6,2022-10-08T07:23:54Z
1343,@dukagenje4965,🤣🤣🤣🤣si fair,0,2022-10-08T07:23:45Z
1344,@gladyswairimu7998,"The audacity with the guy,""nlikuwa nikwambie Jana"",murio ushakula Dem wa wenyewe,ata umsho,that's wunt change anything....the f**ck hell with so called ""best friends"",😠😏",4,2022-10-08T07:23:18Z
1345,@crushhotline,Alinihurt sana jooh iano speaking,2,2022-10-08T07:23:05Z
1346,@joly846,"Wiiiih, , 😅😅😅😂😂😂",0,2022-10-08T07:21:57Z
1347,@carolkiarie9,"aaaaww , really felt the pain wuuueh",6,2022-10-08T07:21:55Z
1348,@esthernjoroge3725,💔💔💔💔💔💔💔💔💔,0,2022-10-08T07:21:33Z
1349,@dennydenny3665,Mimi ata dem wangu aniambie salimia rafiki yako nadhani tunachania apo,1,2022-10-08T07:20:59Z
1350,@briankiplangat7970,Nikikufanyia hivi umlete😂😂😂,2,2022-10-08T07:20:25Z
1351,@lucozade74,"Your best friend is your great enemy
Guys when will you learn 
Trust nobody !!
I mean trust no one...",42,2022-10-08T07:19:55Z
1352,@deejaydubz254,Uko wapi nakuru nikushow chwamu bro.....,0,2022-10-08T07:19:45Z
1353,@patriciahsharlene4246,Too painful,1,2022-10-08T07:18:48Z
1354,@monicahmaina8776,Kanairo tusitafte mapenzi acha tutafte pesa mapenzi twendeni kisumu.hahaha ati bestie wueh.pluto ebu sanitize mature pple sasa hawa watoi wamezidii hahahahahahaaa ghaaai sorry boyshaud ni life,0,2022-10-08T07:18:39Z
1355,@bigbrother.m9181,"Gitagwo giti , gitiri itheru",0,2022-10-08T07:17:23Z
1356,@marynjambi,self control plutoreee sio self esteem,0,2022-10-08T07:16:55Z
1357,@rihamriman5885,Huyo boy hakufanya poa then huyo dem ni malaya iano muachie huyo dem tafuta mwengine tuko wengi sana maumbwaaa hao wote wawili jeeez😏,5,2022-10-08T07:16:24Z
1358,@eliudlivingstone5705,Its painful🥲,0,2022-10-08T07:15:49Z
1359,@iammerssi,Lakini huyu boy ako mature haja over react,1,2022-10-08T07:15:43Z
1360,@suzigish8604,bestie bestie 💔💔💔💔,2,2022-10-08T07:15:01Z
1361,@aminakalamba5072,I  fell that pain Mimi nilipokonywa boy na my twin siz Gai life has no balance 😂😂😂😂,48,2022-10-08T07:15:00Z
1362,@official_ys,Huyu boy amepanic mbaya ady sauti yake yanatetemeka utadhani jambazi aliona KDF 🤣🤣🤣🤣,0,2022-10-08T07:14:46Z
1363,@chullakoi8803,Boy ako na excuse za ufala sana huyu alikuwa mtu wa kuvaa tu #shenzitype,0,2022-10-08T07:14:41Z
1364,@emilyashagakii6250,Waah.....,0,2022-10-08T07:13:33Z
1365,@lynecandy8958,T for tough,1,2022-10-08T07:13:08Z
1366,@abukbol2471,Am not shocked..... Coz my ex was cheating with my bestie..... Now I know not to trust besties 👌,27,2022-10-08T07:12:05Z
1367,@mrspartaofficial3116,Haha ucheat aje bro siku hufika inajulikana✌🏿✊🏿,0,2022-10-08T07:11:57Z
1368,@tugiekababaz2177,I feel the pain for this boy🤭,65,2022-10-08T07:11:30Z
1369,@isaackuria7022,"Pluto ukijua venye tunakuwaga tumechill hizi dramas🤠, ungekuwa unaupload vida tatu daily. 🤝",37,2022-10-08T07:10:59Z
1370,@marykioko7614,Pluto tuletee the gal on this show,0,2022-10-08T07:10:29Z
1371,@thechristian5425,"friendship between homies is supposed to be legit,saa huyu",36,2022-10-08T07:10:08Z
1372,@godnahkerubo9903,Nipeeni huyo ianoh nimtunze nko single,1,2022-10-08T07:10:06Z
1373,@ayshermohammed6021,Na vile this dark guy is ugly😂😂😂💔some ghurls got poor taste ai 😂💀,0,2022-10-08T07:10:03Z
1374,@msmirriam5350,Madem siku hizi na kucheat wah 😢😢😢,6,2022-10-08T07:09:53Z
1375,@janemwengu8838,"Too painful, 🔥🔥 😢",6,2022-10-08T07:09:52Z
1376,@stephennjuguna3749,Enyewe iyo pain Ata mmi nime I fill yaani Anamsave wife...,0,2022-10-08T07:09:37Z
1377,@caterinemwangi9155,i feel for him😶‍🌫😪😪,6,2022-10-08T07:07:45Z
1378,@rahabnganga6264,Woiyeee such innocent soul😥😥😥,22,2022-10-08T07:07:13Z
1379,@damshie9366,na mwenye anacheat na yey.....vile si cute.......😂😂😂,4,2022-10-08T07:06:43Z
1380,@damshie9366,na mwenye anacheat na yey.....vile si cute.......😂😂😂,9,2022-10-08T07:06:43Z
1381,@bertywiththepeach3782,Having my coffee enjoying cheater cheating on the cheater 👍,1,2022-10-08T07:06:34Z
1382,@ayshermohammed6021,Leo nmeona wa kwanza wa kwanza yeeeyy,0,2022-10-08T07:06:34Z
1383,@catewambo8631,waah💔,1,2022-10-08T07:06:13Z
1384,@blessed_rose190,Sasa uko 20s na ushanza eti you're not satisfying me ukifka 30 si uta kuwa ocean 🤔🤔,2,2022-10-08T07:06:09Z
1385,@pascolynekuria2575,Pluto tuletee huyo dem....i feel fpr that guy,0,2022-10-08T07:05:48Z
1386,@brayoh2548,Molio unakulia bro dem WHY🤣,3,2022-10-08T07:05:07Z
1387,@Ramseyjorams,Reason why I don't have male friends,2,2022-10-08T07:04:59Z
1388,@Lucy_kui,"Take heart broh.bestii bestii life no balance💔💔💔💔💔💔.My favourite show ever
apart from me who else is addicted to the show???",108,2022-10-08T07:04:35Z
1389,@rockstar7sam550,"Mbona mtu anaitwa quavo ,,, na najua ni musyoka",2,2022-10-08T07:04:02Z
1390,@wweraw7784,If you need follow up piga like,0,2022-10-08T07:03:55Z
1391,@gillianelizabeth7883,Wueh mapenzi wewe 😂😂,0,2022-10-08T07:03:27Z
1392,@paulmbatia2051,Uyo dem ndye anawacheza,0,2022-10-08T07:03:24Z
1393,@nyamnyamwachuka,"I believe a true Partner will 
Never be Stolen
Huyo Dem ni Gaidi na Ashindwe
We deal with our Partners not 3rd Party
When there is any issue to be solved
Hiyo ni Malaya ya Mwanamke👻",156,2022-10-08T07:03:14Z
1394,@millicentkathambi9165,🔥🔥🔥🤣,1,2022-10-08T07:03:10Z
1395,@Caren254,"Bestie ogopa bestie walae 🤣🤣🤣🤣,@thee Pluto nae ni nani ni kucheza kiyeye 🤗",4,2022-10-08T07:02:07Z
1396,@mrtamtam3020,signal hueee hukuwa Baad Thee Pluto😅🤣,1,2022-10-08T07:01:28Z
1397,@AmosGuzman,scripted,1,2022-10-08T07:00:57Z
1398,@jmomsanii3668,hyo boy anastahli  kuptiwa ma besty sure  kubafu sana,0,2022-10-08T07:00:39Z
1399,@iammerssi,Ati wife😂😂😂😂😂😂😂😂😂😂😂😂😂,0,2022-10-08T07:00:23Z
1400,@angelangel5083,Inauma,0,2022-10-08T07:00:17Z
1401,@Nancynancy7687,Self control,0,2022-10-08T07:00:14Z
1402,@periswambui9425,Amekondeshwa na uwongo,1,2022-10-08T06:59:26Z
1403,@wambukinyua7120,Unatoa wapi guts za kukulia morio wako manzi bana?,0,2022-10-08T06:58:57Z
1404,@marykioko7614,😭😭😭😭😭😭😥pole Iano😥😥💔,0,2022-10-08T06:58:43Z
1405,@wweraw7784,Follow up,1,2022-10-08T06:58:15Z
1406,@fredjohn5242,aky i wish angekua demyangu nalima huyu jamaa mbka ajue na alimzaa walai,0,2022-10-08T06:58:00Z
1407,@salmamirugi129,Woi I feel sorry for that boy aki bestie bestie ni Moto 🤣😂🤣🤣🤣,6,2022-10-08T06:57:56Z
1408,@wweraw7784,Follow up,1,2022-10-08T06:57:54Z
1409,@wweraw7784,Follow up side ya dem,0,2022-10-08T06:57:44Z
1410,@C.J.Wahome,😂😂😂😂😂 Keep your business private when around friends .,11,2022-10-08T06:57:40Z
1411,@yvonnejerop5586,Self esteem pluto🤣🤣🤣🤣hapana ni self control......this episode  was heartbreaking 💔💔💔,50,2022-10-08T06:57:37Z
1412,@wweraw7784,Follow up Pluto,1,2022-10-08T06:57:28Z
1413,@joykate100,Weuh! I feel the pain 😞 💔 😪. All the best to this young man ameumia sana 🙏🏿,251,2022-10-08T06:57:05Z
1414,@True-Kenyan,Kuna tofauti ya Bestie na rightman.Prefer Rightman instead of bestie plz guys🙏🙏,2,2022-10-08T06:56:08Z
1415,@DenoBriiliance,"This iz a great lesson to you guyz 🤩🤩 
Hadi pluto umecatch thou inauma bro",79,2022-10-08T06:55:58Z
1416,@Hakeem__king,Huyu Quavo ni arrogant. Na ni sura mbaya. Fuck him walai.,4,2022-10-08T06:55:07Z
1417,@periswambui9425,Inauma nikiona huyu jamaa akicheka,0,2022-10-08T06:55:00Z
1418,@periswambui9425,Inauma nikiona huyu jamaa akicheka,1,2022-10-08T06:54:50Z
1419,@purity..,Inauma inauma lakini utazoea,1,2022-10-08T06:54:26Z
1420,@marymaina9751,I would love to see the girl......juu Kama ni sura iano ako nayo,2,2022-10-08T06:54:21Z
1421,@ngaruiyajoseph4752,immorality in our young youths Nkt!,1,2022-10-08T06:54:01Z
