,author,text,likes,published_at
721,@alexisajudo4255,Lakini the coincidence ...,0,2022-10-09T11:02:27Z
722,@chemuthigh8778,Iano is cute damn 🥺 cute boys wanakipitia,0,2022-10-09T10:58:40Z
723,@Wamboann535,😂😂😂pluto ni self-control ama self-esteem,0,2022-10-09T10:44:49Z
724,@muthonideankenya7439,Bestie bestie no balance. Take heart Iano... Wueh! Quavo in the next life behave bana....😳😳,1,2022-10-09T10:38:58Z
725,@Kageni956,It hurts...that's one thing abnormal man can do,1,2022-10-09T10:15:29Z
726,@anitahmwende3707,"Aaiii side chick sura parsonal Ivo,,,,",0,2022-10-09T10:12:33Z
727,@terrykieran9524,🥺🥺🥺😱😱😱😱😱😱it's really painful 💔 😢 why now,0,2022-10-09T10:10:58Z
728,@dorcasmumbua5154,"Never trust anyone,,, even the Bible says cursed be the one who keeps his trust in a man rather than God,,,but anyway sorry I know you are hurt",0,2022-10-09T10:08:30Z
729,@SuperVibes017,"Ni self control si self esteem,,😂👋",0,2022-10-09T10:08:18Z
730,@its_giammi29,You should follow up so as to know  how they are doing because it really hurts can lead to something stupid,0,2022-10-09T10:03:30Z
731,@kennyclint9036,Real definition of a nice guy always finishes last.  Iano handled it like a real G 👊 Chin up bro!,118,2022-10-09T09:51:16Z
732,@turkanagirl023,I feel Iano's pain aki,12,2022-10-09T09:48:24Z
733,@hakeempablo1123,"Hii stuff ni noma joh yani unakula dem wa beshte wako na unasema eti ni morio, Morio kwni respect ilienda wapi waah Kanairo 😂😂😂😂💯👏👏👏",2,2022-10-09T09:46:41Z
734,@laurakamau5214,Advert za jumia ni kuthinosh😅😅😅,2,2022-10-09T09:32:40Z
735,@timothywambua4606,Who thinks like I do a follow up on this manzeeee!!!!,0,2022-10-09T09:31:03Z
736,@bensonmaina5407,"Everything is cooked up,the elaboration,the laughter,etc",0,2022-10-09T09:28:12Z
737,@Alexon234,"I feel the pain if that guy,,madem kwani mnatafutanga nini",1,2022-10-09T09:21:27Z
738,@luciemolvine2097,Your girlfriend should not be friends with your boys,0,2022-10-09T09:08:12Z
739,@hildaanekha8963,Na vile huyu kwevo ni sura mbayaaaa😂😂😂😂😂😂😂😂aaai. I wish I see the terry.,0,2022-10-09T09:04:41Z
740,@abdigiro7701,Follow up will be much better,0,2022-10-09T09:02:45Z
741,@254_insights,I used to think nairobi ndio bedsitter 🤣🤣🤣🤣🤣 kumbe the other counties are worse,0,2022-10-09T08:49:26Z
742,@susanmungai6752,"Pple are so jealous especially those who are close to you,that's y I don't have the so called ""FRIENDS""😔😔😔",1,2022-10-09T08:43:07Z
743,@fahadhassan3132,Buda hii sio kitu ya kuongea ungekuwa umemvunja mapua kitambo,0,2022-10-09T08:33:47Z
744,@monalisamonique2698,The guy is so hurt...aki hope ataheal,0,2022-10-09T08:22:35Z
745,@monalisamonique2698,😭😭😭😭😢aki this painful..story ya bestie bana s fiti... Kwanza boys wako n mbaya,1,2022-10-09T08:21:04Z
746,@virgiegeorge1209,With such kind of friends who needs an enemy,2,2022-10-09T08:08:22Z
747,@sebittosiru9877,The pluto follow up hii story plz,1,2022-10-09T08:07:11Z
748,@live_right001,Wtf,0,2022-10-09T07:42:38Z
749,@xherniz_mimoh,Wah 😭😭😭😭😭😭the other boy God bless him for the moral support he had shown his friend....it's sad Yani ...Pluto hii nimekua emotional sana,1,2022-10-09T07:41:08Z
750,@TeyaTicasso,Morio,0,2022-10-09T07:32:52Z
751,@priscamwandawiro3257,"This so called ""friend thing""ogopa hawa watu n wabaya.Halafu matters  worse anamsave wife,,,Shetani akulambe uso",1,2022-10-09T07:23:55Z
752,@davemo4176,Mabeshte AY kaa ritho “,0,2022-10-09T06:31:47Z
753,@faithmutai5085,Nipewe number ya Iyanoo🥺that guy is so cool 😭niko hapa kabarak si mbali na MKU😂😂,1,2022-10-09T06:28:27Z
754,@kibetsebah6267,Stupid man. Men don't do that to a fellow man. It hurts but you will get this pain five folds. Nasikia umeniudhi na venye unakaa confused. Relax bro you will get your real lady.,0,2022-10-09T06:22:39Z
755,@crushhotline,Thanks all for the overwhelming comments asanteni,104,2022-10-09T06:02:38Z
756,@happyhappie.5117,"The excuses huyu boy anapeana zii......na hata Hana adabu manze,,how can you eat your best friends girl na ukona dame yako surely.😐😐 anyway I love this shooooow🔥🔥🔥",3,2022-10-09T06:00:34Z
757,@hanihassan3898,Cute kuliko huyo quavo,0,2022-10-09T06:00:18Z
758,@hanihassan3898,Iano u cute kuja kwangu🥰,0,2022-10-09T06:00:00Z
759,@olympiakawira9355,Huyu boi haoni ka ni big deal.bess kiti cha kwanza si poa,0,2022-10-09T05:56:36Z
760,@tr-a-p-p,Wuueh uyu  Quavo jooh😂😂💔,0,2022-10-09T05:51:27Z
761,@elvisbabu1324,"Waa this is terrible,very bad kwa beshte kufanya hivyo.",0,2022-10-09T05:48:52Z
762,@gracemwangi3649,Weuh!  hii imoji  imekam  ama.,0,2022-10-09T05:39:54Z
763,@letslaugh8034,Me nablame uyo dem tho uyo quevo hnna maneno dem alimtaka,0,2022-10-09T05:37:49Z
764,@agnesmwende1104,Maturity on another level...they didnot fight.,0,2022-10-09T05:35:14Z
765,@agnesmwende1104,My dear boy child...thanks God that has removed away from you a bad relationship najua inauma but sikia God has something big for you....praying for you dear,20,2022-10-09T05:32:54Z
766,@naftalynaff7811,"This boy is very stupid,,ati wife na ni dem ya friend yake honestly 🚮🚮",0,2022-10-09T05:16:11Z
767,@Hapakulenews2,nipe ata subscriber 100 tu for the love if this show...I have an year now attracted to this show..nipe sub plz,0,2022-10-09T05:16:09Z
768,@chinchozpalmerke9020,"Weh 😂🤣😂
This generation 😂🤣",0,2022-10-09T05:15:55Z
769,@VincentBirisi,"Nairobii,ogopa😁",0,2022-10-09T04:59:37Z
770,@nevilleniga2489,If you fall in love you must chop breakfast 😂😂,10,2022-10-09T04:57:46Z
771,@teshmaina2025,Waah I feel for that guy😭😭,0,2022-10-09T04:52:36Z
772,@Cele2023,"Ghai that pain 😢,take it easy Bro and work hard ❤",8,2022-10-09T04:39:20Z
773,@MillennialJesus,Fake friends everywhere.,0,2022-10-09T04:27:15Z
774,@anthonykamurwa6786,I always say.... Trust no one...dont even trust yourself.. Peace was never an option,51,2022-10-09T03:59:01Z
775,@leitichjob985,Sijui nini mbaya na Nakuru?kukuliwa dem na besti ni common thee Pluto.,0,2022-10-09T02:58:56Z
776,@othayasfinest.,"May God bless this young man with true love,it's heartbreaking 💔 😢.",21,2022-10-09T02:45:27Z
777,@leitichjob985,Wah,0,2022-10-09T02:45:18Z
778,@suenyambura5238,Na ivo ndio vijanaa wanapata diseases..,0,2022-10-09T02:07:52Z
779,@harrietharriet5443,Soooo painful,0,2022-10-09T01:46:21Z
780,@gamephilli862,Hata ivio uyu quiver ni vibe to be honest,0,2022-10-09T00:35:26Z
781,@princessnailah7873,"Soooo painful , 💔  aky iano just take heart , I know is painful  , maybe it was not meant for you, just chill you will get the right partner for you🙏🙏",4,2022-10-09T00:23:45Z
782,@charitygathu251,Hope this guy heals... This is Soo hurting. Do a follow up how he's doing,31,2022-10-09T00:17:42Z
783,@ruthone8945,Hii ni kitu iko mabaste kukulinana,0,2022-10-09T00:14:14Z
784,@sharonesther8123,Wah...uyo Dem aliacha Mali safi aedee hiii sura inakaaa Ivo 🤣🤣🤣,1,2022-10-09T00:06:54Z
785,@sharonesther8123,Mko aje uku,0,2022-10-09T00:02:40Z
786,@BT-rp6by,Mtawachana n mapenzi msome kwanza bro Mapenzi bdye after kupata Job n pesa,0,2022-10-08T23:14:15Z
787,@R_Mbogai,na huyu jamaa is not even sorry,0,2022-10-08T23:08:21Z
788,@TheTeresiah,"Sometimes I don't get females ...iyano is clearly more better looking and has more confidence than quaver...the cheating should have been vice versa... sorry iyano,they ain't worth your tears ,you will heal bro..mob love",10,2022-10-08T23:07:01Z
789,@isaac_kelvin,😂 😂 Mulikisha,0,2022-10-08T23:06:13Z
790,@maxwellwanjala8667,Brow take heart manze imgn then same stuetion ilishai ni hapenia so usigive up brw🥲🥲🥲,0,2022-10-08T22:58:02Z
791,@victorchumba4886,"Kama mwanaume huwezi sema dem alikutrap,kwani huna selfcontrol",1,2022-10-08T22:43:08Z
792,@manunitedproduction6931,"Hii shenzi inaitwa kwavo ni jinga sana wollai!!!!
How can he dare do that his closet friend ?
It's so hurting 💔,,    Ianoh, cool down but avoid that stupid gurl don't even allow her for any talk for the facts that she's disgusting and disrespectful to you Bro!",1,2022-10-08T22:28:02Z
793,@victorchumba4886,Trust no one manze,0,2022-10-08T22:26:46Z
794,@CROWNMEDIAKE,Watoto wasome  si mnaplka mapenzi campus🤣🤣🤣🤣🤣🤣,0,2022-10-08T22:26:11Z
795,@justineangola7704,"Hii ndio pain nimefeel since I started watching Pluto tv manze it's so hot and lit the boy should not date  in that school anymore ,, then the other guy  Ako very foolish like kukulia msee dem ni foolishness,,,,,",2,2022-10-08T22:19:16Z
796,@michaelounga6475,Huyu jamaa anakula dame ya wenyewe jina pia ni ya wenyewe uko sure anaitwa Quavo,0,2022-10-08T22:14:59Z
797,@johniemarsha1561,Madem cheap ndio ukua hivo udhani anapendeza kumbe nikutumiwa.then baadaye akikuliwa na Kila msee anaachwa poko,0,2022-10-08T22:14:13Z
798,@Beibemercy1961,wueeh kwa leo sina maoni 🥲,0,2022-10-08T22:12:17Z
799,@bat.m4267,😱naikuru nime paogopa😂😂,0,2022-10-08T22:11:32Z
800,@juliemoraa4479,"Kwani huyu dem anakucontrol,,,,,,kama wewe ni arif lazima ungeambia morio wako",0,2022-10-08T22:04:03Z
801,@mainajoseph9939,Quavo you are a punny ass lumbistic shit. NKT!,1,2022-10-08T21:57:15Z
802,@mekcable,this sooo painful 😢😢,0,2022-10-08T21:56:42Z
803,@margaretnjoki7491,Pitia laikipia please 🙏🙏✨,0,2022-10-08T21:56:26Z
804,@winfredmueni2613,Nani wapole aki,0,2022-10-08T21:53:29Z
805,@wachiraandyshow,Fanya hii story follow up Pluto...its a very touching story,1,2022-10-08T21:41:18Z
806,@jenniferlumadedeh4076,Ain't connecting 😢💔 anyway love wachieni watu wako na true feelings sisi wengine tutafute life,0,2022-10-08T21:38:22Z
807,@odhiambofelix4813,Vile huyo jama mwingine amemvuruta 😂😂,0,2022-10-08T21:38:05Z
808,@alicekiio1935,I feel like huyu boy ni dem amemueka kwa hiyo situation 🥺,1,2022-10-08T21:32:26Z
809,@esthermaina860,"Am so disturbed about the forensic part though!! 
Shows the two different sides of them two",1,2022-10-08T21:24:59Z
810,@sheena2543,Weeeeeeeeeeeeeh what did attract that girl to that boy.. juu looks zero😂😂😂😂😂😂,0,2022-10-08T21:23:56Z
811,@Public_onlinetv,Thee Pluto madem aki c ni wengi sanaa hio sio kitu ya kueka kwa rohoo na wala siezi kukosana na beste yangu kwa sababu ya Dem itakuja nyengine safi zaidi ya hioo ausioo💪💪  aminia dawa ya moto ni moto 🔥 🔥,0,2022-10-08T21:21:09Z
812,@shaskifadia2545,Maneno ya bestie bestie ama sijui anga Bff sipendi hiyo maneno sipendi kwanza upate ako na something na boy wako ama dem yako its soo hurting kabisaa,0,2022-10-08T21:10:57Z
813,@abdikadirabdikadir7160,Mtu anaeza dai fam ya mtu Si ungeniambia....Bro uh did him bad 😞😞😞😞😞😞,2,2022-10-08T21:10:47Z
814,@sebastianlito9576,Pluto Fanya follow up bana💔💔sijai feel pain hivi,0,2022-10-08T21:09:28Z
815,@kennedymwangi1558,"Msee anasave dem wa friend yake ""wife"" wah!!!enyewe cku izi nkunoma , ,",0,2022-10-08T21:09:03Z
816,@ridgejilo427,waah broo move on too,0,2022-10-08T21:05:15Z
817,@lydiamwangi9421,Ghai,0,2022-10-08T21:04:43Z
818,@angelkungu8909,Akii uyo boy fuuuck you Will find a better person ♥️,1,2022-10-08T21:00:33Z
819,@cate_farai,"Na vle sura mbaya mwenye amekula Dem ya wenyewe
Hio kichwa 🥺🥺🥺🥺🥺 inakaa mayaii",2,2022-10-08T20:58:33Z
820,@mourinenzioka4001,Si poa... So bad... 😰🤧,0,2022-10-08T20:58:33Z
821,@ميناالظويهر,Na venye iano ni mcute shiet,0,2022-10-08T20:54:50Z
822,@helidaaoko67,Ibrah kuwa chonjo na dem wako huyu atakukulia dem pia,0,2022-10-08T20:45:31Z
823,@margretwambui7560,"The boy is a real man , yaani no nothing just Wise words, aki he is heating",17,2022-10-08T20:38:59Z
824,@annceciliamacharia4588,To me ni vile huyu boy amewachwa pekeee😄,0,2022-10-08T20:31:53Z
825,@musyokaDan,Pluto you are wise mheshimiwa,0,2022-10-08T20:27:46Z
826,@davidtongoyi,This is coming nowadays,0,2022-10-08T20:23:01Z
827,@shallysophy6756,Soo sad walai 😥😥😥,0,2022-10-08T20:14:24Z
828,@antonymugendi4062,Huyo boi hajado poa walai,0,2022-10-08T20:14:03Z
829,@pishmuthoni6986,This is too bad for a best friend bro don't worry but the qwavo hajado pia walai,0,2022-10-08T20:11:10Z
830,@madawaceo5166,Boy hana makosa uyo dem ndio anajipendekezaa💯💯,0,2022-10-08T20:05:42Z
831,@dennismyles8256,Kama ni mimi ningecheza low alafu nabaka ass hard sana..!!,0,2022-10-08T20:04:39Z
832,@duncanlangat7830,I feel the pain of the boy 🥺😭😭😭,9,2022-10-08T20:02:18Z
833,@silasmwangi88,Awa ni wale matwins wakorino😅😅,0,2022-10-08T20:00:17Z
834,@teshzawadi8367,Huyu naye Terry ametuangusha gaai,0,2022-10-08T19:58:02Z
835,@faithmoraa2162,Have really felt for this boy Hadi Analia woiye,1,2022-10-08T19:56:37Z
836,@titusgachoki4259,Fvck this shit hurts🥺🥺🥺uzuri what goes round comes round!!,11,2022-10-08T19:54:33Z
837,@Bles01,Nairobi 🎶🎶🎶,0,2022-10-08T19:50:46Z
838,@janenjuguna7904,Thank you God you saved this son from that dirty woman and for the so called friend may he never enjoy peace with any woman,0,2022-10-08T19:45:27Z
839,@Lilian-muthoni5,Wooiye🥺🥺 I feel for ianoh 🥺🥺 .. never trust anyone,1,2022-10-08T19:43:28Z
840,@krey_krey_muziq,Si kwa ubaya lakini kanairo....wanasema ga...dem ni wako mkiwa....na yeye......akishatoka.......alama za dukuduku......lkn iza.bro.....ni lyf...,0,2022-10-08T19:42:38Z
841,@lydiakemuntonyabuto7343,Waah never trust your friends l feel the pain of this guy🤔🤔,0,2022-10-08T19:41:20Z
842,@andersonotieno1536,"""Self control"" is the word The Pluto was looking for.",21,2022-10-08T19:30:01Z
843,@mercymiraj,Expect anything from anyone,1,2022-10-08T19:25:55Z
844,@alphonseombaka6349,sa meno chocolate jameni😂😂😂😂,0,2022-10-08T19:23:58Z
845,@gladysilavuha8501,Hadi ibraa amefeelia bestie wake,0,2022-10-08T19:22:00Z
846,@vevelianmwongeli6687,Waaah.....haki hakufanya poa.....kukulia mtu dame....,0,2022-10-08T19:21:01Z
847,@sylvesteromondi1311,hii ni ngumu.... kick under the belt,0,2022-10-08T19:15:03Z
848,@martinstyles260,everybody wanna steal my girl everbody wanna take her heart away🤣,1,2022-10-08T19:13:10Z
849,@ZeroChiller,"Mahali maBoys wamemtoka ndo imenibamba..pussy isifanye mkulie morio majamaa..hawa maDem ni scam artist,ata Quavo ataachwa from here for another",0,2022-10-08T19:12:38Z
850,@ruthwambui3739,Quavo kuja unijibu apa jirani yangu 🤣🤣🤣🤣🤣🤣na bado tunaenda kanisa pamoja 🏃🏃🏃🏃🏃nisikuone church umetuabisha sana,1,2022-10-08T19:11:36Z
851,@carolynnduta9864,Wooie 😞 I feel his pain aki love wewe 💔,0,2022-10-08T19:11:32Z
852,@lydishacheptoo3534,"Sanitizing the streets,not good at all 💔😭Thanks @Pluto ,mapema ndo best",1,2022-10-08T19:06:00Z
853,@annmakuba2960,Bro wewe soma wachana na dem hana mpango,0,2022-10-08T19:00:43Z
854,@annnyambura5998,"Pluto asking the guy mbna ukubali kukuliza beshte yako Dem and he's like""sikuwa namtaka ni yy anajiletanga""and am like bro akuna mtu alikuinua akakuweka juu ya Dem surely, lamest excuse ever if he really valued the friendship day one uyo Dem alikam kwake angeshow tu beshte yake bt it seems he was into that lady too",0,2022-10-08T18:59:12Z
855,@juniorlaban4147,Ni self control babaaa..sio self esteem 😅,0,2022-10-08T18:58:56Z
856,@dynamics_254,"Ati mbona  umesave. Dem ya mwengine wife ???
 Ati nampenda sanaaaa😂😂🤣",0,2022-10-08T18:57:36Z
857,@bo_bo.9557,"Nowadays hakunanga bestie,don dare do introduction 😶.He should have approached his friend,kama ni dem alimkatia",0,2022-10-08T18:57:05Z
858,@dannysnipes7796,This guy anasema nni...aty dem anapush relationship haiko...ni kama hajiskii poa...wiz check this out,0,2022-10-08T18:56:29Z
859,@officialamonizer3752,wueeeeeee..sitowai penda..Acha WA kuni penda ani pende,0,2022-10-08T18:52:52Z
860,@annmakuba2960,Huyo boy a move on tu that's life,0,2022-10-08T18:51:42Z
861,@naiyanimagdalene1176,Aki Pluto wewe🤣,0,2022-10-08T18:48:25Z
862,@marykavish5511,Wah mabestee ndo wanakulana,0,2022-10-08T18:47:18Z
863,@ruthwambui3739,ghai 🤣🤣🤣🤣🤣Quavo jirani yaani umekula dem ya beshte yko,1,2022-10-08T18:47:17Z
864,@crazykids5779,I feel for Iano maze,1,2022-10-08T18:47:02Z
865,@lifewithqueenlynn5160,Woiiii😭😭,0,2022-10-08T18:43:39Z
866,@royalgift8185,"Ianno is heartbroken 😭😭
I thought men besties have got each others back aki😢😢😢😢",7,2022-10-08T18:43:22Z
867,@bedankinuthia4837,Kenya is a small bedroom........ It's only that ur turn is on way,0,2022-10-08T18:43:06Z
868,@stltherider014,Hugs Iannoh. Take heart,0,2022-10-08T18:41:26Z
869,@Shortstor-w7h,hii staff ishai ni fanyikia ni uchungu manze si poa,0,2022-10-08T18:32:30Z
870,@collosparta57,"Hii n script bana ,,tushajua",0,2022-10-08T18:29:03Z
871,@lydiagathua8523,Hukufanya poa aki woie,0,2022-10-08T18:28:53Z
872,@jpstudios7277,Kwani hauna self esteem 😅😅😅,1,2022-10-08T18:26:57Z
873,@sarafinakariuki8842,Jeeesu this life no balance 🙆🙆🙆 dem ya Kevo anajua anachezwa,2,2022-10-08T18:26:03Z
874,@harrietharris-u2s,The pain Jo!   Halafu hiki kinasmile tu,0,2022-10-08T18:23:55Z
875,@pyttafaya586,unafaa kuchapia beshte yako mazee.........kwani alikurape???,0,2022-10-08T18:21:26Z
876,@vnkproductionss,That's why the say bros before ho***s 🤫,0,2022-10-08T18:16:21Z
877,@daphneyella3440,You cute iano 😍utapata mwingnee,0,2022-10-08T18:15:59Z
878,@janemaina2082,Quavo shame on you....Iano you deserve much more better,0,2022-10-08T18:15:05Z
879,@almonnirvana,Huyo boy amekulia mwenzake beshte ndo atakuja kuwa na regrest kubwa sana badae. It's all because venye huyo dem alitoka kwa beshte yako mkubwa akamkujia yeye juu ya tupesa kindogo twa kupelekwa out na maybe kununuliwa MBs ndivyo atamtoka pia yeye aendee mwingine mwenye akona more than him. That girl is after material things not money. Eri mwanamke akwambie anakucheza juu ya game yako than ikuwe ni juu ya pesa. Ukiona mwanamke anacheza mwanaume juu ya pesa huyo wachana na yeye kabisa because she will always keep on looking for the richer side.,0,2022-10-08T18:12:17Z
880,@maryngugi8393,Very painful 😭😭 ladies let's respect ourselves 🤔,1,2022-10-08T18:11:55Z
881,@bradleytv1,Tunasemanga Bros before Hoes lakini huyu nikama haelewi kizungu,1,2022-10-08T18:09:09Z
882,@colettemutiokibinda4751,Molio unanikulia dem why????💔💔💔,0,2022-10-08T18:07:47Z
883,@naamaanyangoopinyo5384,Ujafanya powa akii your friends 💔🥺🥺,1,2022-10-08T18:04:18Z
884,@cupifrost3043,"napenda venye uyo mdem ""Terry"" anaiita tu kila mtu beb...PLUTO: beb....QUAVOH: beb IYANO: beb😂😂🤣🤣🤣🤣",16,2022-10-08T18:02:29Z
885,@eunicembugua5353,So hurting though.,1,2022-10-08T18:01:28Z
886,@brenash3426,Aki it's so painful ...nafeelia ianoo aki,0,2022-10-08T18:00:06Z
887,@mjakadior,Bro code??,0,2022-10-08T17:58:33Z
888,@elizabethedward4745,"Haiya😂😂uyu ni kevo...former schoolmate pale Luther king,watoto wamegrow😂anakula manzi ya wenyewe",2,2022-10-08T17:58:10Z
889,@Miss_Alfa254,Mmh😭😭,0,2022-10-08T17:54:02Z
890,@maureenkhayosa3191,Woiyee I feel that boy🤔...sory joh,0,2022-10-08T17:53:32Z
891,@keziahwanjiru8791,Woishee iano...be mine😢😢,0,2022-10-08T17:51:04Z
892,@qkhankenya4307,"Uyo mama wko ndo fala,uyu mzee hna ngori we endelea kumdish uyo manzi.",0,2022-10-08T17:50:21Z
893,@chriswamae5445,What happened to brocode.,0,2022-10-08T17:45:09Z
894,@bancywanguiofficial5440,"https://youtu.be/-xHYOgC-SCY
 Weuh weuh 💔💔💔🤨🤨🤨🤨",0,2022-10-08T17:44:18Z
895,@emillyolunga4103,Beshte Ni sumu wallahi Ile kitu nilifanyiwa bado nalia mpaka leo,0,2022-10-08T17:39:29Z
896,@ochiengdennis6101,I liar will always talk while stamering 😂😂I was told that by late Grandpa,4,2022-10-08T17:35:20Z
897,@ismailomar765,Nyeri Road - Location,0,2022-10-08T17:31:38Z
898,@mchelseadoryn254,Ghaiii ghaiii ghaiii ogopa ma morioo.....😂😂😂😂😂😂😂😂😂👎👎👎👎👎👎👎👎,0,2022-10-08T17:30:23Z
899,@janenjenga5639,Huyu boi anakaa innocent aki.daugther of Jezebel aren't jokers,0,2022-10-08T17:18:49Z
900,@evancebett2756,Huyu mzee Ni mjinga Sana,0,2022-10-08T17:17:52Z
901,@bikoflavious2903,Apparently I always find reasons to call ladies trash 🗑️ because how can you allow yourself to be laid by your boyfriend's bestie...and it's so common...like in this case the bestie is ugly asf the boyfriend is smart,0,2022-10-08T17:13:29Z
902,@mustafalcadalaa,Some friends are bushits,0,2022-10-08T17:12:32Z
903,@rupertw6851,he even asks the girl if he is doing anything wrong 😭,0,2022-10-08T17:12:09Z
904,@essy_tasha1,"Eeiih aki mabestie mmeuka muno , mmesema watu wafichwee",0,2022-10-08T17:11:22Z
905,@tekashifinest,One man's relationship is another man's one night stand,4,2022-10-08T17:06:54Z
906,@dannice2594,hii nayo ni kali wah,0,2022-10-08T17:03:47Z
907,@monicahwambui2987,"Na ungimwona ekirite kagoti ga ciumbani 😂..Iano iza joh,kukuliwa dame na molio sio piti man.Concentrate na masomo sasa.",0,2022-10-08T17:03:43Z
908,@blessedmartin8125,Mimi nilisema nikipata msee amenikulia Bibi nitamuus ghasia,0,2022-10-08T17:03:12Z
909,@simpsons254,I blame it on the woman💯💯,0,2022-10-08T17:01:48Z
910,@millygithinji6913,Wah....sad generation,0,2022-10-08T16:58:48Z
911,@rajah9328,Iwapo ameacha best yko juu yako ata wew hatakuja kukuacha juu ya msela mwngne mwenye pesa zaid yako au uletewe mtoi c wako,0,2022-10-08T16:55:50Z
912,@Iammisswambui,"Guys am late but mnipee like pia , i don't know ni watu wangapi wameon kinyonga?? 😆😆😆😆✌",1,2022-10-08T16:42:21Z
913,@nancywanja6268,Si nipewe huyu Iano 🥺🥺woiye that's Soo sad,2,2022-10-08T16:40:27Z
914,@mercystacey3193,Don't worry ian I was in the same situation alkula beshte yangu ad sai bado cja recover,4,2022-10-08T16:36:44Z
915,@mercynzula5070,uweeeh 😂😂 mapenzi shikamoo,0,2022-10-08T16:35:42Z
916,@dorcassiaban2713,Beshtie tawe🥱😭,0,2022-10-08T16:22:41Z
917,@johnmburu5299,I rarely comment but imeniuma aky,0,2022-10-08T16:21:37Z
918,@happyworldmoments,Kuna possibility anakula dame ya Ibrah pia,0,2022-10-08T16:17:21Z
919,@agyrangers9461,Weeuh too bad,1,2022-10-08T16:09:47Z
920,@lillyann6025,Nakuru Pluto usitoke haraka.....huko ni kunoma.,0,2022-10-08T16:09:35Z
921,@queencywanjogu795,"It's so painful manze,,mabeshty aky😥,",0,2022-10-08T16:08:47Z
922,@mer-tav,Bro ametokwaa na maboys wake hivo tu 23:48,0,2022-10-08T16:06:10Z
923,@KDSHOW1960,Never ignore this red flags aty bestie.,0,2022-10-08T16:05:02Z
924,@politicsnewsalartke7008,self control not self-esteem,0,2022-10-08T16:03:30Z
925,@ismilecheseremkip361,"Don't blame your friend brother,just blame your girlfriend for cheating on you with your friend",3,2022-10-08T16:01:50Z
926,@ruthkamau2311,Napenda vle Pluto Yu insist zile za mmekua mkikulana  na yeye 🤣🤣🤣🤣,0,2022-10-08T15:56:51Z
927,@carmellawashington2519,"Thee pluto is actually smart, if you listen to how he debates and asks questions to get information is so smart and creative!!!!....wowwww",0,2022-10-08T15:55:46Z
928,@dj_platnumzke,Asitokwe,0,2022-10-08T15:52:07Z
929,@maggygitz1026,Pole sana iano 😭😭😢,0,2022-10-08T15:50:13Z
930,@deserteaze3596,Fuckin you bros girl is a beechneega move,0,2022-10-08T15:47:19Z
931,@mohamudmohamed7949,Wewe pluto sasa ndio utakuliwa wife jichunge,0,2022-10-08T15:37:39Z
932,@warrockmannkau4190,Huwezi kuliwa dem labda iwe rape case.. She was willing😂 ...,0,2022-10-08T15:36:16Z
933,@montelfanaka1317,Ziii huyu boy hajakosea Dem ndo amekosea  ni yeye amejipa Kwa huyu quavo achaneni na quavo Ako fiti Dem ndo anafaa kublamiwa amejipa na plus huyo Dem anacheza Hawa maboi,0,2022-10-08T15:34:19Z
934,@Swancity14,"So  bad for the boy child though hajafanya  poa but fellow men baanaa to si let msichana  to ruin a friendship , its painful but there friendship should remain as for me",0,2022-10-08T15:31:58Z
935,@fabrillahmitchelle3434,Woiyee this boy sounds real... Pluto leta namba yake,0,2022-10-08T15:26:05Z
936,@ramamohammed8133,This is terrible ......lakini this is life and girl child they ain't being doing good to boy child manzee...lakini ile saying inasemaga beshte yako ndo anakukulia manzi yako🥲🥲,1,2022-10-08T15:19:46Z
937,@bavontreyofficial,Mmesema huyo boy anajiita Quavo😂😂💔,0,2022-10-08T15:18:07Z
938,@mwaksemmahmwakale9821,Aaaaai ataa boy mwenyewee n gwanyuuuuuuuuuuu😏😏😏😏 aty Pluto unasemaa amekulaa lukuuu vilee n mgwanyuuuuuuuuuuuuuuuuuuuuu😏😏😏😏😏 team gulf acha tutafutee dooo weeee 🏃🏃🏃,1,2022-10-08T15:14:17Z
939,@jamaatuu,"With ‘Friends’ like this, who needs enemies!?! He see’s nothing wrong with what He did 😮",45,2022-10-08T15:13:01Z
940,@JOSEPHKIMARUE,thats why i keep friends at a distance...mi sina rafiki wa kiti cha kwanza..i now see that decision serves me well,3,2022-10-08T15:11:03Z
941,@cynthia2710,For me ni venye Pluto 🤣🤣anachochea eeeiiii... Hata huwezi danganya,1,2022-10-08T15:02:22Z
942,@kiwishbj1,Hio 🎤 ya Pluto ni kama Nyap ya Terry.. 😄😄. Inatolewa huku ikipeanwa huku to both guys.. 😃😃,4,2022-10-08T15:01:58Z
943,@mery8821,Waaah so sad Sina ata words,0,2022-10-08T14:55:15Z
944,@lornakemmy262,Bestie bestie chubwi,0,2022-10-08T14:49:35Z
945,@stevenlenya5276,snitchy,0,2022-10-08T14:47:23Z
946,@acymimo0397,This guy is cute af🙃,3,2022-10-08T14:45:19Z
947,@marywanjiru4691,Na vile Iano ni mcute....madame kwani mnataka nini....?,1,2022-10-08T14:42:56Z
948,@christinendanu4346,Iano I feel your pain aky this is not your friend fanya tu kuwakata wawili tu,0,2022-10-08T14:40:01Z
949,@puritynkatha4816,"Our generation is so dirty 😭,sins are usual thing",6,2022-10-08T14:35:51Z
950,@dottie9354,Utuletee uyo Terry tumuone tukague kama n mali safi juu uyu quevo ata si mcute,0,2022-10-08T14:35:43Z
